Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcodes,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Box Package Type (product.metafields.custom.box_package_type),Age group (product.metafields.shopify.age-group),Bracelet design (product.metafields.shopify.bracelet-design),Color (product.metafields.shopify.color-pattern),Earring design (product.metafields.shopify.earring-design),Gemstone type (product.metafields.shopify.gemstone-type),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Necklace design (product.metafields.shopify.necklace-design),Ring design (product.metafields.shopify.ring-design),Ring size (product.metafields.shopify.ring-size),Stone shape (product.metafields.shopify.stone-shape),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United Arab Emirates,Price / United Arab Emirates,Compare At Price / United Arab Emirates,Included / Bahrain,Price / Bahrain,Compare At Price / Bahrain,Included / Kuwait,Price / Kuwait,Compare At Price / Kuwait,Included / Oman,Price / Oman,Compare At Price / Oman,Included / Qatar,Price / Qatar,Compare At Price / Qatar,Included / Rest Of the World,Price / Rest Of the World,Compare At Price / Rest Of the World,Included / Saudi,Price / Saudi,Compare At Price / Saudi,Status
omnia-alessandra-white-necklace-in-925-silver-with-emerald-cut-high-quality-simulated-diamonds,Omnia Alessandra White Necklace in 925 Silver with Emerald-Cut High-Quality Simulated Diamonds,"<h3 data-start=""0"" data-end=""95""><strong data-start=""4"" data-end=""93"">Omnia Alessandra White Necklace – A Statement of Timeless Elegance &amp; the Perfect Gift</strong></h3>
<p data-start=""97"" data-end=""466"">Celebrate <strong data-start=""107"" data-end=""135"">sophistication and grace</strong> with the <strong data-start=""145"" data-end=""180"">Omnia Alessandra White Necklace</strong>, a breathtaking masterpiece <strong data-start=""209"" data-end=""236"">crafted from 925 silver</strong>. Featuring a <strong data-start=""250"" data-end=""305"">stunning emerald-cut high-quality simulated diamond</strong>, this necklace is the epitome of <strong data-start=""339"" data-end=""364"">luxury and refinement</strong>, making it the <strong data-start=""380"" data-end=""463"">perfect choice for bridal wear, elegant evening occasions, or a meaningful gift</strong>.</p>
<p data-start=""468"" data-end=""799"">Exquisitely handcrafted with precision, this <strong data-start=""513"" data-end=""549"">necklace is a luxurious keepsake</strong> for those who appreciate fine jewelry. Its <strong data-start=""593"" data-end=""639"">tarnish-free and tarnish-resistant coating</strong> ensures long-lasting brilliance, while the <strong data-start=""683"" data-end=""711"">premium luxury light box</strong> makes it an impeccable <strong data-start=""735"" data-end=""796"">gift for Mother's Day, anniversaries, and special moments</strong>.</p>
<p data-start=""801"" data-end=""979""><strong data-start=""801"" data-end=""907"">A must-have in every jewelry collection across Saudi Arabia, Kuwait, Qatar, Bahrain, Oman, and the UAE</strong>, this necklace is a timeless treasure that exudes elegance and charm.</p>
<p data-start=""981"" data-end=""1481"">✨ <strong data-start=""983"" data-end=""1039"">Why You'll Love the Omnia Alessandra White Necklace?</strong><br data-start=""1039"" data-end=""1042"">✔ <strong data-start=""1044"" data-end=""1071"">Crafted from 925 Silver</strong> – Durable with a timeless shine.<br data-start=""1104"" data-end=""1107"">✔ <strong data-start=""1109"" data-end=""1155"">Emerald-Cut High-Quality Simulated Diamond</strong> – A statement of refined luxury.<br data-start=""1188"" data-end=""1191"" data-is-only-node="""">✔ <strong data-start=""1193"" data-end=""1224"">Exquisite Handcraftsmanship</strong> – Designed with precision and care.<br data-start=""1260"" data-end=""1263"">✔ <strong data-start=""1265"" data-end=""1309"">Tarnish-Free &amp; Tarnish-Resistant Coating</strong> – Ensuring lasting brilliance.<br data-start=""1340"" data-end=""1343"">✔ <strong data-start=""1345"" data-end=""1375"">Luxury Light Box Packaging</strong> – Perfect for gifting and showcasing.<br data-start=""1413"" data-end=""1416"">✔ <strong data-start=""1418"" data-end=""1478"">Ideal for Bridal Wear, Mother's Day, and Elegant Gifting</strong>.</p>
<p data-start=""1483"" data-end=""1541"">💎 <strong data-start=""1486"" data-end=""1537"">The Perfect Gift for Every Occasion – Shop Now!</strong> ✨</p>",Omnia,Apparel & Accessories > Jewelry > Necklaces,Silvers,"Mothers-day, Royals, Sales, Silver Necklace, Silvers",true,Color,White,,Necklace Size (cm),40,,,,,SN-B2171C1/40W,0.0,shopify,2,deny,manual,2600.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/WhatsApp-Image-2025-03-08-at-2.47.31-PM_893dbc1e-c197-4733-be6e-e15b4bc87cdc.jpg?v=1779722271,1,Omnia Alessandra White Necklace in 925 Silver with Emerald-Cut High-Quality Simulated Diamonds - OMNIASTORES UAE,false,,,Full Set Box,adults,,white,,,silver,fine-jewelry,pendant; statement,,,,female,,,,,https://cdn.shopify.com/s/files/1/0654/6957/9451/files/WhatsApp-Image-2025-03-08-at-2.47.31-PM_893dbc1e-c197-4733-be6e-e15b4bc87cdc.jpg?v=1779722271,kg,,0.00,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
omnia-alessandra-white-necklace-in-925-silver-with-emerald-cut-high-quality-simulated-diamonds,,,,,,,,,White,,,42,,,,,SN-B2171C1/42W,0.0,shopify,3,deny,manual,2600.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/photo_2025-03-13_15.27.02-compressed_703e0d03-d8bd-4351-9820-2df896803df1.jpg?v=1779722271,2,Omnia Alessandra White Necklace in 925 Silver with Emerald-Cut High-Quality Simulated Diamonds - OMNIASTORES UAE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/6957/9451/files/WhatsApp-Image-2025-03-08-at-2.47.31-PM_893dbc1e-c197-4733-be6e-e15b4bc87cdc.jpg?v=1779722271,kg,,0.00,,,,,,,,,,,,,,,,,,,,,,
omnia-alessandra-red-necklace-in-925-silver-with-emerald-cut-high-quality-simulated-diamonds,Omnia Alessandra Red Necklace in 925 Silver with Emerald-Cut High-Quality Simulated Diamonds,"<p>Omnia Alessandra Red Necklace – A Bold Statement of Elegance</p>
<p>Make a striking impression with the Omnia Alessandra Red Necklace, a luxurious piece crafted from 925 silver and adorned with an emerald-cut high-quality simulated diamond in a captivating red hue. Designed for those who appreciate sophisticated glamour, this necklace is perfect for bridal wear, gala events, and elegant soirées.</p>
<p>Each detail is exquisitely handcrafted to perfection, ensuring a radiant and flawless finish. The tarnish-free and tarnish-resistant coating guarantees lasting brilliance, while the luxury light box enhances its stunning allure, making it an ideal gift or showcase piece.</p>
<p>✨ Why Choose the Omnia Alessandra Red Necklace?<br>✔ Crafted from 925 Silver – Durable with a timeless shine.<br>✔ Emerald-Cut High-Quality Simulated Diamond – A bold and elegant statement.<br>✔ Expert Handcraftsmanship – Designed with intricate detailing.<br>✔ Tarnish-Free &amp; Tarnish-Resistant – Ensuring long-lasting beauty.<br>✔ Presented in a Luxury Light Box – Perfect for gifting and elegant displays.</p>
<p>💎 Radiate Confidence &amp; Sophistication – Shop Now! ✨</p>",Omnia,Apparel & Accessories > Jewelry > Necklaces,Simulated Diamonds,"Mothers-day, Royals, Sales, Silver Necklace, Silvers",true,Color,Red,,Necklace Size (cm),40,,,,,SN-B2171H/40R,0.0,shopify,3,deny,manual,1600.00,2600.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/WhatsApp-Image-2025-03-08-at-2.47.31-PM-1_0099bfb3-2c7b-45b4-989f-c3544cd443e4.jpg?v=1779722272,1,Omnia Alessandra Red Necklace in 925 Silver with Emerald-Cut High-Quality Simulated Diamonds - OMNIASTORES UAE,false,,,Full Set Box,adults,,red,,,silver,fine-jewelry,pendant; statement,,,,female,,,,,https://cdn.shopify.com/s/files/1/0654/6957/9451/files/photo_2025-03-13_15.18.18-compressed_16f7b54a-0b9d-4ef8-8660-e7f77d926295.jpg?v=1779722272,kg,,0.00,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
omnia-alessandra-red-necklace-in-925-silver-with-emerald-cut-high-quality-simulated-diamonds,,,,,,,,,Red,,,42,,,,,SN-B2171H/42R,0.0,shopify,2,deny,manual,1600.00,2600.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/photo_2025-03-13_15.18.18-compressed_16f7b54a-0b9d-4ef8-8660-e7f77d926295.jpg?v=1779722272,2,Omnia Alessandra Red Necklace in 925 Silver with Emerald-Cut High-Quality Simulated Diamonds - OMNIASTORES UAE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/6957/9451/files/photo_2025-03-13_15.18.18-compressed_16f7b54a-0b9d-4ef8-8660-e7f77d926295.jpg?v=1779722272,kg,,0.00,,,,,,,,,,,,,,,,,,,,,,
omnia-alessandra-red-necklace-in-925-silver-with-emerald-cut-high-quality-simulated-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/Alessandra_red_Necklace.png?v=1779722273,3,Omnia Alessandra Red Necklace in 925 Silver with Emerald-Cut High-Quality Simulated Diamonds - OMNIASTORES UAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omnia-adrielle-white-v-cut-necklace-and-earrings-in-925-silver-with-graduated-pear-cut-high-quality-simulated-diamonds,Omnia Adrielle White V-Cut Necklace in 925 Silver with Graduated Pear-Cut High-Quality Simulated Diamonds,"<h3 data-start=""0"" data-end=""80""><strong data-start=""4"" data-end=""78"">Omnia Adrielle White V-Cut Necklace – A Bridal Masterpiece of Elegance</strong></h3>
<p data-start=""82"" data-end=""421""><strong data-start=""82"" data-end=""157"">Experience timeless beauty with the Omnia Adrielle White V-Cut Necklace</strong>, a stunning bridal accessory <strong data-start=""187"" data-end=""214"">crafted from 925 silver</strong>. Designed with <strong data-start=""230"" data-end=""284"">graduated pear-cut high-quality simulated diamonds</strong>, this necklace gracefully enhances your bridal look, making it a breathtaking choice for your wedding day or an elegant evening event.</p>
<p data-start=""423"" data-end=""719"">Handcrafted to perfection, its <strong data-start=""454"" data-end=""500"">tarnish-free and tarnish-resistant coating</strong> ensures lasting brilliance, while the <strong data-start=""539"" data-end=""569"">luxury light box packaging</strong> makes it the perfect <strong data-start=""591"" data-end=""606"">bridal gift</strong>. A must-have for brides and jewelry lovers across <strong data-start=""657"" data-end=""716"">Saudi Arabia, Kuwait, Qatar, Bahrain, Oman, and the UAE</strong>.</p>
<p data-start=""721"" data-end=""1163"">✨ <strong data-start=""723"" data-end=""778"">Why Choose the Omnia Adrielle White V-Cut Necklace?</strong>✔ <strong data-start=""783"" data-end=""811"">925 Silver Craftsmanship</strong> – Timeless elegance and durability.<br data-start=""847"" data-end=""850"">✔ <strong data-start=""852"" data-end=""893"">Graduated Pear-Cut Simulated Diamonds</strong> – Designed to enhance your bridal glow.<br data-start=""933"" data-end=""936"">✔ <strong data-start=""938"" data-end=""965"">Exquisitely Handcrafted</strong> – Attention to every fine detail.<br data-start=""999"" data-end=""1002"">✔ <strong data-start=""1004"" data-end=""1040"">Tarnish-Free &amp; Tarnish-Resistant</strong> – Keeps its brilliance forever.<br data-start=""1072"" data-end=""1075"">✔ <strong data-start=""1077"" data-end=""1107"">Luxury Light Box Packaging</strong> – Perfect for weddings, gifts, and special occasions.</p>
<p data-start=""1165"" data-end=""1212"">💎 <strong data-start=""1168"" data-end=""1208"">A Bride’s Dream Necklace – Shop Now!</strong> ✨</p>",OMNIASTORES LLC,Apparel & Accessories > Jewelry > Necklaces,Simulated Diamonds,"finest, Full Sets, Necklaces, Royals, Sales, Silver Jewelry Set, Silver Necklace, Silvers",true,Color,Silver,,Necklace Sizes (cm),40,,,,,SN-B2188C/40,0.0,shopify,0,deny,manual,2100.00,2800.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/WhatsApp-Image-2025-03-08-at-2.47.31-PM-2_b370cac2-2923-4d55-861e-61dfaf7e78c3.jpg?v=1779722267,1,Omnia Adrielle White V-Cut Necklace in 925 Silver with Graduated Pear-Cut High-Quality Simulated Diamonds - OMNIASTORES UAE,false,,,Full Set Box,adults,,silver,,,silver,fine-jewelry,pendant,,,,female,,,,,https://cdn.shopify.com/s/files/1/0654/6957/9451/files/WhatsApp-Image-2025-03-08-at-2.47.31-PM-2_b370cac2-2923-4d55-861e-61dfaf7e78c3.jpg?v=1779722267,kg,,0.00,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
omnia-adrielle-white-v-cut-necklace-and-earrings-in-925-silver-with-graduated-pear-cut-high-quality-simulated-diamonds,,,,,,,,,Silver,,,42,,,,,SN-B2188C/42,0.0,shopify,2,deny,manual,2100.00,2800.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/photo_2025-03-11-19.41.29-compressed-416x625_bdcecab5-7545-44d4-b8fc-9474b85c3066.jpg?v=1779722267,2,Omnia Adrielle White V-Cut Necklace in 925 Silver with Graduated Pear-Cut High-Quality Simulated Diamonds - OMNIASTORES UAE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/6957/9451/files/WhatsApp-Image-2025-03-08-at-2.47.31-PM-2_b370cac2-2923-4d55-861e-61dfaf7e78c3.jpg?v=1779722267,kg,,0.00,,,,,,,,,,,,,,,,,,,,,,
omnia-aurora-winged-cascade-earrings-in-925-silver-with-marquise-and-baguette-cut-high-quality-simulated-diamonds,Omnia Aurora Winged Cascade Earrings in 925 Silver with Marquise and Baguette-Cut High-Quality Simulated Diamonds,"<h3 data-end=""61"" data-start=""0"">✨ <strong data-end=""57"" data-start=""6"">Omnia Aurora Winged Cascade Earrings in 925 Silver</strong> ✨</h3>
<p data-end=""365"" data-start=""63"">Elevate your elegance with the <strong data-end=""131"" data-start=""94"">Omnia Aurora Winged Cascade Earrings</strong>, crafted in <strong data-end=""167"" data-start=""144"">925 sterling silver</strong> and adorned with <strong data-end=""242"" data-start=""185"">pear and marquise-cut high-quality simulated diamonds</strong>. Designed for timeless sophistication, these <strong data-end=""315"" data-start=""288"">exquisitely handcrafted</strong> earrings add a touch of luxury to any occasion.</p>
<p data-end=""724"" data-start=""367"">💎 <strong data-end=""383"" data-start=""370"">Features:</strong><br data-end=""386"" data-start=""383"">✔ <strong data-end=""411"" data-start=""388"">925 Sterling Silver</strong> – Premium quality &amp; durability.<br data-end=""446"" data-start=""443"">✔ <strong data-end=""483"" data-start=""448"">High-Quality Simulated Diamonds</strong> – Pear &amp; marquise-cut brilliance.<br data-is-only-node="""" data-end=""520"" data-start=""517"">✔ <strong data-end=""566"" data-start=""522"">Tarnish-Resistant &amp; Tarnish-Free Coating</strong> – Long-lasting shine.<br data-end=""591"" data-start=""588"">✔ <strong data-end=""618"" data-start=""593"">Elegant Floral Design</strong> – Perfect for bridal &amp; special occasions.<br data-end=""663"" data-start=""660"">✔ <strong data-end=""691"" data-start=""665"">Luxury Fashion Jewelry</strong> – A must-have statement piece.</p>
<p data-end=""775"" data-start=""726"">✨ <strong data-end=""771"" data-start=""728"">Shop now &amp; embrace effortless elegance!</strong> </p>",Omnia,Apparel & Accessories > Jewelry > Earrings,Silver Earrings,"Collection, Collections, Earrings, Mothers-day, Omnia Earrings, Royals, Silver Earrings, Silvers, Wedding Earrings",true,Color,White,,,,,,,,SE-B2053,0.0,shopify,12,deny,manual,1000.00,1400.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/WhatsApp-Image-2025-03-08-at-2.47.31-PM-5_73b52e24-0530-4107-8ef6-4830539a19d9.jpg?v=1779722263,1,Omnia Aurora Winged Cascade Earrings in 925 Silver with Marquise and Baguette-Cut High-Quality Simulated Diamonds - OMNIASTORES UAE,false,,,,adults; all-ages,,white-1; floral,drop; stud; dangle,,sterling-silver,fine-jewelry,,,,,female,,,,,https://cdn.shopify.com/s/files/1/0654/6957/9451/files/WhatsApp-Image-2025-03-08-at-2.47.31-PM-5_73b52e24-0530-4107-8ef6-4830539a19d9.jpg?v=1779722263,kg,,0.00,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
omnia-zeina-silver-set-in-925-silver-with-high-quality-simulated-diamonds-1,Omnia Zeina Silver Set in 925 Silver with High-Quality Simulated Diamonds,"<h3 data-start=""0"" data-end=""68"">✨ <strong data-start=""6"" data-end=""64"">Omnia Zeina Silver Set – Timeless Beauty in 925 Silver</strong> ✨</h3>
<p data-start=""70"" data-end=""398"">The <strong data-start=""74"" data-end=""100"">Omnia Zeina Silver Set</strong> is a stunning blend of elegance and sophistication. Crafted from <strong data-start=""166"" data-end=""189"">925 sterling silver</strong> and adorned with <strong data-start=""207"" data-end=""242"">high-quality simulated diamonds</strong>, this exquisite set exudes luxury and charm. Whether for a wedding, engagement, or a special occasion, this timeless piece is designed to make you shine.</p>
<p data-start=""400"" data-end=""857"">💎 <strong data-start=""403"" data-end=""426"">Why You’ll Love It:</strong><br data-start=""426"" data-end=""429"">✔ <strong data-start=""431"" data-end=""462"">Premium 925 Sterling Silver</strong> – Durable, elegant, and radiant.<br data-start=""495"" data-end=""498"">✔ <strong data-start=""500"" data-end=""535"">High-Quality Simulated Diamonds</strong> – Sparkles like real diamonds.<br data-start=""566"" data-end=""569"">✔ <strong data-start=""571"" data-end=""599"">Tarnish-Free &amp; Resistant</strong> – Long-lasting beauty and shine.<br data-start=""632"" data-end=""635"">✔ <strong data-start=""637"" data-end=""664"">Exquisitely Handcrafted</strong> – Designed for elegance and perfection.<br data-start=""704"" data-end=""707"">✔ <strong data-start=""709"" data-end=""737"">Elegant &amp; Timeless Style</strong> – A versatile set for every special moment.<br data-start=""781"" data-end=""784"">✔ <strong data-start=""786"" data-end=""812"">Luxury Fashion Jewelry</strong> – The perfect addition to your collection.</p>
<p data-start=""859"" data-end=""910"">✨ <strong data-start=""861"" data-end=""906"">Shop now and embrace effortless elegance!</strong> ✨</p>",Omnia,Apparel & Accessories > Jewelry > Jewelry Sets,Ramadan Collection,"Mothers-day, Ramadan Collection, Royals, Sales, Silver Sets, Silvers",true,Color,White,,Bracelet Size,16,,Necklace Size,36,,SN-B2251C1/36 | SB-B1573C1/16.5,0.0,shopify,0,deny,manual,2200.00,3800.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/Zeina_69c09d6b-7659-4c6d-bd41-f9e7326e965f.jpg?v=1779722272,1,"",false,,,Full Set Box + Bangle Box + Bracelet Box Combo,adults,,white,,,silver; sterling-silver,imitation-jewelry; fine-jewelry,,,adjustable-ring,,female; unisex,,,,,https://cdn.shopify.com/s/files/1/0654/6957/9451/files/photo_2025-03-28_16.10.54_c19f83a3-79c2-488b-84d3-62a9a8d00d07.jpg?v=1779722272,kg,,0.00,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
omnia-zeina-silver-set-in-925-silver-with-high-quality-simulated-diamonds-1,,,,,,,,,White,,,16,,,38,,SN-B2251C1/38 | SB-B1573C1/16.5,0.0,shopify,0,deny,manual,2200.00,3800.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/zeina2.jpg?v=1779722272,2,"",,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/6957/9451/files/photo_2025-03-28_16.10.54_c19f83a3-79c2-488b-84d3-62a9a8d00d07.jpg?v=1779722272,kg,,0.00,,,,,,,,,,,,,,,,,,,,,,
omnia-zeina-silver-set-in-925-silver-with-high-quality-simulated-diamonds-1,,,,,,,,,White,,,16,,,40,,SN-B2251C1/40 | SB-B1573C1/16.5,0.0,shopify,2,deny,manual,2200.00,3800.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/Gemini_Generated_Image_ghmvfzghmvfzghmv.png?v=1779722272,3,Omnia Zeina Silver Set in 925 Silver with High-Quality Simulated Diamonds - OMNIASTORES UAE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/6957/9451/files/photo_2025-03-28_16.10.54_c19f83a3-79c2-488b-84d3-62a9a8d00d07.jpg?v=1779722272,kg,,0.00,,,,,,,,,,,,,,,,,,,,,,
omnia-zeina-silver-set-in-925-silver-with-high-quality-simulated-diamonds-1,,,,,,,,,White,,,18,,,36,,SN-B2251C1/36 | SB-B1573C1/18,0.0,shopify,1,deny,manual,2200.00,3800.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/Gemini_Generated_Image_78rg5t78rg5t78rg.png?v=1779722273,4,Omnia Zeina Silver Set in 925 Silver with High-Quality Simulated Diamonds - OMNIASTORES UAE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/6957/9451/files/photo_2025-03-28_16.10.54_c19f83a3-79c2-488b-84d3-62a9a8d00d07.jpg?v=1779722272,kg,,0.00,,,,,,,,,,,,,,,,,,,,,,
omnia-zeina-silver-set-in-925-silver-with-high-quality-simulated-diamonds-1,,,,,,,,,White,,,18,,,38,,SN-B2251C1/38 | SB-B1573C1/18,0.0,shopify,0,deny,manual,2200.00,3800.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/photo_2025-03-28_16.10.54_c19f83a3-79c2-488b-84d3-62a9a8d00d07.jpg?v=1779722272,5,Omnia Zeina Silver Set in 925 Silver with High-Quality Simulated Diamonds - OMNIASTORES UAE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/6957/9451/files/photo_2025-03-28_16.10.54_c19f83a3-79c2-488b-84d3-62a9a8d00d07.jpg?v=1779722272,kg,,0.00,,,,,,,,,,,,,,,,,,,,,,
omnia-zeina-silver-set-in-925-silver-with-high-quality-simulated-diamonds-1,,,,,,,,,White,,,18,,,40,,SN-B2251C1/40 | SB-B1573C1/18,0.0,shopify,0,deny,manual,2200.00,3800.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/photo_2025-03-10-19.50.45_d1aca8ba-83ee-4eb5-865d-aaf17bb75c93.jpg?v=1779722272,6,Omnia Zeina Silver Set in 925 Silver with High-Quality Simulated Diamonds - OMNIASTORES UAE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0654/6957/9451/files/photo_2025-03-28_16.10.54_c19f83a3-79c2-488b-84d3-62a9a8d00d07.jpg?v=1779722272,kg,,0.00,,,,,,,,,,,,,,,,,,,,,,
omnia-zeina-silver-set-in-925-silver-with-high-quality-simulated-diamonds-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/photo_2025-03-28_16.10.56_c3a71eb9-4f49-4c37-a795-71c82ed2a96f.jpg?v=1779722272,7,Omnia Zeina Silver Set in 925 Silver with High-Quality Simulated Diamonds - OMNIASTORES UAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omnia-zeina-silver-set-in-925-silver-with-high-quality-simulated-diamonds-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/photo_2025-03-10-19.50.47-1_56e96e12-fba1-4526-a87c-229f0956933b.jpg?v=1779722272,8,Omnia Zeina Silver Set in 925 Silver with High-Quality Simulated Diamonds - OMNIASTORES UAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omnia-zeina-silver-set-in-925-silver-with-high-quality-simulated-diamonds-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/photo_2025-03-28_16.10.58_588d2211-4b36-40d6-8dce-dd1626d8c2bd.jpg?v=1779722272,9,Omnia Zeina Silver Set in 925 Silver with High-Quality Simulated Diamonds - OMNIASTORES UAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omnia-zeina-silver-set-in-925-silver-with-high-quality-simulated-diamonds-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/photo_2025-03-10-19.50.47_3245bf43-981e-40dd-aff1-fdee073c17c4.jpg?v=1779722272,10,Omnia Zeina Silver Set in 925 Silver with High-Quality Simulated Diamonds - OMNIASTORES UAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omnia-zeina-silver-set-in-925-silver-with-high-quality-simulated-diamonds-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/photo_2025-03-28_16.10.57_23853bdc-50b4-4135-9649-48c06354dbd2.jpg?v=1779722272,11,Omnia Zeina Silver Set in 925 Silver with High-Quality Simulated Diamonds - OMNIASTORES UAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
